,Cocktail Name,Bartender,Bar/Company,Location,Ingredients,Garnish,Glassware,Preparation,Notes,Ingredients_list,alcohol_type,full_text,text2vec,cluster,alcohol_genre,cocktail_genre,top_5_similarity_scores,top_5_similar_cocktails,similar_cocktails_names
86,The King's Squeeze,,,,"35 ml King's Ginger Liqueur, 125 ml Fever-Tree Bitter Lemon",Lime Squeeze,,"Build in ice-filled tall glass, garnish with a squeeze of lime.",,"[""35 ml King's Ginger Liqueur"", '125 ml Fever-Tree Bitter Lemon']","['gin', 'liqueur']"," ml King's Ginger Liqueur, ml Fever-Tree Bitter Lemon Lime Squeeze Build in ice-filled tall glass, garnish with a squeeze of lime ","[0.5215219855308533, -0.1304958611726761, 0.24907934665679932, 0.40419891476631165, 0.07985913753509521, -0.7346743941307068, -0.13736721873283386, 0.049957361072301865, -0.49871939420700073, -0.20457389950752258, 0.0744560956954956, -0.612638533115387, 0.10451362282037735, 0.09872327744960785, 0.2895250916481018, 0.10215544700622559, 0.09248731285333633, 0.10133089870214462, 0.0214143805205822, 0.7791099548339844, 0.14115625619888306, 0.2606727182865143, 0.47781726717948914, -0.43729501962661743, -0.1906149685382843, 0.15138663351535797, -0.37090927362442017, 0.16189974546432495, -0.12132003903388977, -0.1851567029953003, 0.012193349190056324, -0.1054316833615303, -0.006794757675379515, -0.3034288287162781, 0.11332692950963974, 0.022774476557970047, -0.11629635840654373, -0.06860306859016418, 0.20153795182704926, 0.4448795020580292, -0.4588938355445862, 0.06332844495773315, 0.4320320188999176, -0.3445843458175659, -0.16744597256183624, -0.07235211879014969, -0.19680416584014893, -0.2380249947309494, -0.10860434174537659, -0.010307764634490013, -0.0829976424574852, 0.3713380992412567, 0.5804193019866943, 0.1238529235124588, 0.36037516593933105, 0.39154040813446045, -0.15456093847751617, -0.6451612114906311, -0.0676804706454277, -0.17431698739528656, 0.15164464712142944, -0.5139583349227905, 0.17937128245830536, 0.21235211193561554]",8,Vodka Beer,Coffee Barrel,"[1.0000000000000002, 0.7866014467144701, 0.7799272843086199, 0.7756067526355279, 0.7638560112189512, 0.7589247970431025]","[628, 354, 91, 13, 223]","['The Boys of Summer Cup', 'San Fran Soda', 'Luxardo Maraschino Simple Spritz', 'Mille Miglia', 'The Mayan Premonition']"
87,English Harbour Colada,,,,"2 oz English Harbour Rum 5 YO, 2 oz Fresh Squeezed Pineapple Juice, 2 oz Fresh Coconut Water","Pineapple Wedge, Lime Wheel",Old Fashioned Glass,Build in old fashioned glass over ice.,,"['2 oz English Harbour Rum 5 YO', '2 oz Fresh Squeezed Pineapple Juice', '2 oz Fresh Coconut Water']",['rum']," oz English Harbour Rum YO, oz Fresh Squeezed Pineapple Juice, oz Fresh Coconut Water Pineapple Wedge, Lime Wheel Old Fashioned Glass Build in old fashioned glass over ice ","[0.6381922960281372, -0.2439807951450348, 0.22708439826965332, 0.7781760096549988, 0.19291357696056366, -0.5695085525512695, 0.018237996846437454, -0.09151218831539154, -0.5941256880760193, -0.2798212468624115, -0.06852872669696808, -0.18226486444473267, -0.20197828114032745, -0.6344220638275146, 0.38310787081718445, 0.5005218386650085, -0.027570774778723717, 0.03329212963581085, -0.4249950051307678, 0.8748489022254944, 0.39196574687957764, 0.4599117338657379, 0.7961371541023254, -0.6805675029754639, -0.027613447979092598, 0.203964501619339, 0.017555709928274155, 0.04613560065627098, 0.12643428146839142, 0.06059018149971962, 0.03869687393307686, -0.05731384456157684, 0.03644472733139992, 0.026658831164240837, 0.08602062612771988, 0.13919076323509216, 0.1119023784995079, 0.3581743836402893, 0.13586600124835968, 0.19035710394382477, -0.3068791329860687, -0.3247793912887573, 0.2726595103740692, 0.07984945923089981, 0.279781699180603, -0.1218448281288147, -0.016905298456549644, -0.6115272045135498, -0.23899145424365997, 0.22010084986686707, -0.03686503320932388, 0.14106683433055878, 0.3110264539718628, 0.26411765813827515, 0.1284104734659195, 0.3927157521247864, 0.2991386950016022, -0.5048428773880005, -0.20494873821735382, -0.30555132031440735, -0.16356317698955536, 0.007529151160269976, -0.24684196710586548, 0.2676922082901001]",6,Vodka Whisky,Sugar Apple,"[0.9999999999999999, 0.8795069662944497, 0.8729570951331374, 0.8623804794531882, 0.8351103148472087, 0.8345709171575809]","[397, 449, 655, 664, 361]","['Tamaulipas Margarita', 'Tokyo Tea', 'Lychee & 3', 'Pisco Sling', 'Bloody Fernet']"
88,Rita's Song,Jim Romdall,,,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz 15 YO Sherry, 2 dashes Dr. Adam's Boker's bitters, .25 oz Simple syrup",,Old Fashioned Glass,"Build in old fashioned glass, stir and serve over large ice cube.",,"['2 oz Nikka Whisky Taketsuru Pure Malt 12 YO', '.5 oz 15 YO Sherry', ""2 dashes Dr. Adam's Boker's bitters"", '.25 oz Simple syrup']","['whisky', 'malt']","Jim Romdall oz Nikka Whisky Taketsuru Pure Malt YO,  oz YO Sherry, dashes Dr Adam's Boker's bitters,  oz Simple syrup Old Fashioned Glass Build in old fashioned glass, stir and serve over large ice cube ","[0.5792434811592102, -0.2689269185066223, 0.19396591186523438, 0.4235649108886719, 0.236559197306633, -0.7818523645401001, 0.1013401672244072, -0.39438581466674805, -0.6251545548439026, 0.02775108627974987, 0.4847828149795532, -0.22076599299907684, 0.09380997717380524, -0.9214683771133423, 0.04978325217962265, 0.34567147493362427, -0.015675658360123634, -0.0862792357802391, -0.6421669721603394, 0.6225382089614868, 0.3875725269317627, 0.8897644877433777, 0.29798653721809387, -0.7338320016860962, -0.1174277737736702, -0.10848826915025711, -0.23893974721431732, 0.4427354335784912, 0.006104477681219578, 0.34759077429771423, 0.1493440866470337, 0.19723927974700928, 0.15027080476284027, -0.1831521838903427, -0.3080121576786041, 0.6288756728172302, 0.11587588489055634, 0.38382574915885925, 0.12442324310541153, 0.12938223779201508, -0.1920551210641861, -0.5765863060951233, 0.35826003551483154, 0.026647048071026802, 0.4551016688346863, 0.03486230969429016, -0.1496327519416809, -0.18698182702064514, 0.12959568202495575, 0.228274866938591, 0.18924176692962646, 0.28740108013153076, 0.18727968633174896, -0.24950630962848663, -0.17692220211029053, -0.03173103928565979, 0.2891998887062073, -0.4712826907634735, -0.6724039316177368, 0.4344857931137085, 0.000407889747293666, 0.0589442253112793, -0.3660149574279785, 0.7597206830978394]",3,Liqueur Luxardo,Dash Luxardo,"[1.0000000000000002, 0.858775316645902, 0.8577942232494215, 0.8116641855857943, 0.8100841897067201, 0.8092293057642838]","[89, 236, 588, 517, 574]","['Le Femme Nikita', 'Mexican Sazerac', 'Playa Matalan (Mezcal Negroni)', 'Pisco Punch (Adaptation by The Comstock Saloon)', 'Polish Penance']"
89,Le Femme Nikita,Joaquin Simo,Pouring Ribbons,New York,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .25 oz Rich Cane Syrup, 2 dash Bittermens Xocolatl Mole Bitters, 2 dash Cinnamon Bitters",Orange Peel,Rocks Glass,Build in rocks glass. Use cylinder ice cube.,,"['2 oz Nikka Whisky Taketsuru Pure Malt 12 YO', '.25 oz Rich Cane Syrup', '2 dash Bittermens Xocolatl Mole Bitters', '2 dash Cinnamon Bitters']","['whisky', 'malt']","Joaquin Simo Pouring Ribbons New York oz Nikka Whisky Taketsuru Pure Malt YO,  oz Rich Cane Syrup, dash Bittermens Xocolatl Mole Bitters, dash Cinnamon Bitters Orange Peel Rocks Glass Build in rocks glass Use cylinder ice cube ","[0.6758033633232117, -0.5761383771896362, 0.17584571242332458, 0.6562108993530273, 0.06432085484266281, -0.7236341238021851, 0.07159873098134995, -0.4741520583629608, -0.9613259434700012, 0.32518523931503296, 0.29239946603775024, 0.017671460285782814, -0.3155824542045593, -1.130100965499878, 0.28476613759994507, 0.7451038956642151, -0.013973642140626907, -0.0331493504345417, -0.6077576875686646, 0.8792001008987427, 0.5650781989097595, 0.7453554272651672, 0.32175442576408386, -0.8926804065704346, 0.10810384154319763, 0.44277825951576233, -0.39275413751602173, 0.26235508918762207, 0.25396043062210083, 0.08838479965925217, 0.29507672786712646, 0.12668412923812866, 0.30464550852775574, 0.0841667652130127, 0.11859836429357529, 0.49813616275787354, 0.14101968705654144, 0.3635319769382477, 0.0050484188832342625, -0.16164684295654297, -0.15841110050678253, -0.6092796325683594, -0.010432864539325237, 0.30075785517692566, 0.518060564994812, -0.04821587726473808, 0.08386486023664474, -0.4420606195926666, 0.09051158279180527, 0.5529969334602356, 0.3437928855419159, 0.13447773456573486, 0.29070451855659485, -0.3523212969303131, -0.09896424412727356, 0.08141198754310608, 0.4247179925441742, -0.48739194869995117, -0.3597128689289093, -0.0021544189658015966, -0.20420141518115997, -0.25607889890670776, -0.07361482083797455, 0.5992087125778198]",3,Liqueur Luxardo,Dash Luxardo,"[1.0000000000000002, 0.8990197529748758, 0.8773180495136406, 0.8771465605057405, 0.8747482984400747, 0.8713691886668704]","[449, 685, 675, 167, 83]","['Tokyo Tea', 'Red Hook', 'Yuzu Sazerac', 'Coffey Grain Manhattan', 'Little Ground Tapper']"
90,1880's Americana,,,,"2 oz Hirsch Small Batch Reserve Bourbon, 10 ml Amer Picon, 10 ml House Cola Syrup",Cola candied orange peel,Old Fashioned Glass,Build over ice in Old Fashioned glass.,"Cocktail Inspiration: The inspiration was to use ingredients that were created or changed in that era. The 1880's saw Coca Cola born and the reformulation of Amer Picon along with the push for American Whiskies.

This cocktail was used at Tales of the Cocktail 2013.","['2 oz Hirsch Small Batch Reserve Bourbon', '10 ml Amer Picon', '10 ml House Cola Syrup']",['bourbon']," oz Hirsch Small Batch Reserve Bourbon, ml Amer Picon, ml House Cola Syrup Cola candied orange peel Old Fashioned Glass Build over ice in Old Fashioned glass Cocktail Inspiration: The inspiration was to use ingredients that were created or changed in that era The 's saw Coca Cola born and the reformulation of Amer Picon along with the push for American Whiskies  This cocktail was used at Tales of the Cocktail ","[1.1293022632598877, -0.8328744173049927, 0.5150783061981201, 1.2556421756744385, -0.38317838311195374, -0.7378799915313721, -0.7209301590919495, 0.810258150100708, -0.871096670627594, -0.22670677304267883, -0.04902654141187668, -0.23074743151664734, 0.025332685559988022, -0.8673976063728333, -0.04418472573161125, 0.07031188160181046, 0.6261367201805115, -1.2232410907745361, -0.8169703483581543, 1.2039698362350464, 0.6600239872932434, 0.8874799013137817, 0.2210986316204071, -0.7891799211502075, -0.03181136026978493, 0.42741453647613525, 0.925144612789154, -0.04626163840293884, -0.3342624604701996, 0.07469449192285538, -0.45205187797546387, 0.3686246871948242, -0.7219765782356262, 0.0248419102281332, 1.3157318830490112, 0.5041966438293457, 0.0030661597847938538, 0.726384162902832, -0.5737912654876709, -1.0866992473602295, -1.6279590129852295, -0.7249056696891785, -0.016363538801670074, 1.1994376182556152, 0.42223837971687317, -0.03945201635360718, 0.3048674166202545, -0.47302359342575073, 0.2625851631164551, 0.6649155020713806, 0.05964791029691696, 0.7101563215255737, 0.4876880943775177, 0.4190295934677124, 0.31013256311416626, -0.07811214029788971, 0.4710962176322937, 0.5685372948646545, -0.8784137964248657, 0.26769453287124634, -0.1741093099117279, -0.6110566258430481, 0.5850633382797241, 0.3868463933467865]",7,Liqueur Gin Luxardo,Shake Luxardo,"[1.0, 0.7344006879728123, 0.7291718734588356, 0.7157605111362396, 0.713044676343833, 0.7087342237937125]","[369, 178, 393, 37, 122]","['Marchesa', 'The Canevari Cocktail', 'The House of Duncan', 'Pisco Punch', 'Nori & Islay']"
91,Luxardo Maraschino Simple Spritz,,,,".5 oz Luxardo Maraschino Liqueur, .5 oz Squeeze of Lime , 3 oz Italian Sparkling Water","Lime Twist, Luxardo Cherry",,"Build over ice, stir lightly, and garnish with a lime twist and a Luxardo Cherry.",,"['.5 oz Luxardo Maraschino Liqueur', '.5 oz Squeeze of Lime', '3 oz Italian Sparkling Water']","['liqueur', 'luxardo']"," oz Luxardo Maraschino Liqueur,  oz Squeeze of Lime , oz Italian Sparkling Water Lime Twist, Luxardo Cherry Build over ice, stir lightly, and garnish with a lime twist and a Luxardo Cherry ","[0.21619930863380432, -0.14996957778930664, 0.4349023103713989, 0.20856973528862, 0.011782536283135414, -0.45132681727409363, -0.053074415773153305, -0.27521559596061707, -0.5189870595932007, 0.07540374249219894, 0.32224613428115845, -0.316828191280365, -0.2527720332145691, -0.3051425516605377, -0.035620566457509995, 0.20264245569705963, 0.2564339339733124, 0.23913967609405518, 0.17323437333106995, 0.9577134847640991, 0.2794566750526428, 0.3889874815940857, 0.5832496881484985, -0.4334120452404022, -0.3599393665790558, 0.19721609354019165, -0.24117809534072876, 0.44072774052619934, -0.019942155107855797, -0.24420702457427979, -0.013435178436338902, -0.2439589649438858, -0.1715470552444458, -0.4136294722557068, 0.5103968381881714, -0.17714469134807587, -0.242518812417984, 0.11061229556798935, -0.03636274114251137, 0.10294262319803238, -0.39551788568496704, 0.20125524699687958, 0.33495447039604187, 0.03468819335103035, 0.16240666806697845, 0.007591098081320524, -0.0015296051278710365, -0.3087534010410309, -0.01695036143064499, -0.0487159863114357, 0.11565142869949341, 0.07602682709693909, 0.44675612449645996, 0.10319387167692184, 0.49560046195983887, 0.4905850887298584, -0.2271208018064499, -0.5161351561546326, 0.00902873370796442, -0.15772278606891632, -0.32744646072387695, -0.16676439344882965, 0.1760445088148117, 0.29387524724006653]",1,Luxardo Gin,Bitters Garnish,"[1.0, 0.8417599257322983, 0.7831750367937643, 0.7780128245549007, 0.7756067526355279, 0.7683041569528293]","[344, 29, 294, 86, 339]","['Palais Royal', 'Le Sang et Sable', 'Feingold', ""The King's Squeeze"", 'Blood & Sand']"
92,Aperitivo Spritz,,,San Francisco,"2 oz Luxardo Aperitivo, 3 oz Prosecco, 1 splash Sparkling Water","Orange, Luxardo Cherry",,"Build over ice, stir lightly, and garnish with an orange peel or slice and Luxardo Cherry.",,"['2 oz Luxardo Aperitivo', '3 oz Prosecco', '1 splash Sparkling Water']","['luxardo', 'prosecco']","San Francisco oz Luxardo Aperitivo, oz Prosecco, splash Sparkling Water Orange, Luxardo Cherry Build over ice, stir lightly, and garnish with an orange peel or slice and Luxardo Cherry ","[0.20303156971931458, 0.06640719622373581, 0.2577018439769745, 0.011388884857296944, 0.14894041419029236, -0.4212067425251007, 0.19229111075401306, 0.11366462707519531, -0.41163185238838196, 0.11404862254858017, 0.4719400107860565, -0.3878672420978546, -0.30170324444770813, -0.4483719766139984, -0.285506933927536, 0.40825778245925903, 0.22979280352592468, 0.08103527128696442, 0.2846927046775818, 0.7368680238723755, 0.24447642266750336, 0.3478350043296814, 0.29212966561317444, -0.420356422662735, -0.22015197575092316, 0.238554447889328, -0.28568968176841736, 0.31372663378715515, -0.11554628610610962, -0.1858680248260498, 0.3530896306037903, -0.1761491298675537, -0.39390280842781067, -0.6718051433563232, -0.043027639389038086, 0.00979488343000412, 0.08230069279670715, 0.24961358308792114, -0.2616089880466461, 0.02825899049639702, -0.2828516364097595, -0.10991965234279633, 0.3369850516319275, -0.08783481270074844, 0.007274186238646507, 0.11141233146190643, 0.1284179538488388, -0.6991207599639893, 0.09240768104791641, 0.09845864772796631, 0.36607125401496887, 0.24141433835029602, 0.21490153670310974, 0.2011321783065796, 0.17679086327552795, 0.3263018727302551, 0.29046812653541565, -0.49671900272369385, -0.21212518215179443, -0.01173597015440464, -0.01241751853376627, 0.06507562845945358, -0.16516566276550293, 0.09382914006710052]",8,Vodka Beer,Coffee Barrel,"[1.0, 0.8329761882116017, 0.8077896709765113, 0.8000148370019173, 0.7705802455048081, 0.7667081589203227]","[109, 484, 199, 177, 223]","['Across The Pond', 'Luxardo Sling', 'The Molino', 'Elgin Elixir', 'The Mayan Premonition']"
93,La Chiara,Pasha Morshedi,,Houston,"1 oz Luxardo Bitter Bianco, 1 oz BarSol Primero Quebranta Pisco, 2 oz Fever-Tree Indian Tonic, 1 dash Luxardo Maraschino Liqueur",Lemon Twist,Collins,Build spirits in a tall glass over clear ice. Top with 4 oz tonic and garnish with a lemon twist curled into a flower if you're feeling fancy.,,"['1 oz Luxardo Bitter Bianco', '1 oz BarSol Primero Quebranta Pisco', '2 oz Fever-Tree Indian Tonic', '1 dash Luxardo Maraschino Liqueur']","['bianco', 'luxardo', 'pisco', 'liqueur', 'luxardo']","Pasha Morshedi Houston oz Luxardo Bitter Bianco, oz BarSol Primero Quebranta Pisco, oz Fever-Tree Indian Tonic, dash Luxardo Maraschino Liqueur Lemon Twist Collins Build spirits in a tall glass over clear ice Top with oz tonic and garnish with a lemon twist curled into a flower if you're feeling fancy ","[0.6240386366844177, -0.4713171720504761, 0.1373453289270401, 0.41402602195739746, -0.1409086436033249, -0.638752281665802, 0.1015753298997879, 0.142070010304451, -0.9934850931167603, 0.134036123752594, 0.17739148437976837, -0.16517935693264008, -0.6746808290481567, -0.8365434408187866, 0.21878714859485626, 0.7863032221794128, 0.2763635218143463, 0.11635914444923401, -0.21275594830513, 0.6439884901046753, 0.5822809934616089, 0.5881258845329285, 0.13121098279953003, -0.557102620601654, -0.27643996477127075, -0.048140741884708405, -0.5053204894065857, 0.21270066499710083, -0.10464759916067123, -0.052069973200559616, -0.10848922282457352, -0.07796968519687653, 0.1116204783320427, -0.4122914671897888, 0.09048113226890564, 0.28970253467559814, -0.046895526349544525, 0.052240077406167984, 0.2898879051208496, -0.07027638703584671, -0.13055691123008728, -0.44579267501831055, 0.022732781246304512, -0.2439335584640503, 0.19767901301383972, 0.234843447804451, -0.12158764898777008, -0.10644916445016861, -0.09528008103370667, 0.2660413086414337, 0.38258740305900574, 0.2456275075674057, 0.5501420497894287, -0.17428229749202728, 0.4702503979206085, 0.4515686333179474, 0.3102305233478546, -0.601940393447876, -0.20393270254135132, -0.20333902537822723, -0.11352982372045517, -0.6484941244125366, 0.07822593301534653, 0.13082653284072876]",3,Liqueur Luxardo,Dash Luxardo,"[1.0, 0.8925426469820587, 0.877771425493175, 0.8665460431705836, 0.8642228215301986, 0.8621519423705443]","[665, 676, 664, 72, 167]","['T&T', 'An Oaxacan Christmas', 'Pisco Sling', 'Clearly Bitter', 'Coffey Grain Manhattan']"
94,Luxardo Ice Cream Float,,Gastronomista.com,,"1 oz Luxardo Cherry Syrup (from jar of cherries), 1 scoop Vanilla Ice Cream,  top Soda Water",Luxardo Cherry,Lowball Glass,"Build syrup and ice cream in a lowball cocktail glass, and top with soda water. Serve with a metal straw, a spoon, and garnish with a Luxardo Maraschino Cherry.",,"['1 oz Luxardo Cherry Syrup (from jar of cherries)', '1 scoop Vanilla Ice Cream', 'top Soda Water']",['luxardo'],"Gastronomista com oz Luxardo Cherry Syrup (from jar of cherries), scoop Vanilla Ice Cream, top Soda Water Luxardo Cherry Lowball Glass Build syrup and ice cream in a lowball cocktail glass, and top with soda water Serve with a metal straw, a spoon, and garnish with a Luxardo Maraschino Cherry ","[0.1881130337715149, -0.5376589298248291, 0.22616353631019592, -0.2652154862880707, -0.132207453250885, -0.46010705828666687, 0.4964235723018646, -0.32090142369270325, -1.0018901824951172, 0.4415319561958313, 0.9453100562095642, 0.22281308472156525, -0.11773842573165894, -0.8409305214881897, -0.7086979150772095, 0.5384425520896912, 0.9208434820175171, 0.4720059633255005, 0.11775501817464828, 1.1377776861190796, 0.4595334827899933, 0.5128046870231628, 0.05976884812116623, -0.5847098231315613, -0.15319471061229706, -0.17990116775035858, -0.3255900740623474, -0.0647076815366745, 0.3596145808696747, -0.35103142261505127, 0.47105807065963745, -0.06854186952114105, -0.5081215500831604, -0.4369172155857086, 0.6265879273414612, -0.24514350295066833, -0.7412561178207397, 0.11685353517532349, -0.24707312881946564, 0.5586466193199158, 0.19480003416538239, -0.10770080983638763, 0.42825669050216675, 0.032309260219335556, 0.06750573962926865, 0.09670276939868927, -0.19111944735050201, -0.7134979963302612, -0.1841662973165512, 0.2987046241760254, 0.16776211559772491, -0.11291247606277466, 0.3743220865726471, -0.22414101660251617, 0.547298014163971, -0.24266508221626282, -0.10670612752437592, -0.6008458733558655, -0.5058020949363708, 0.09712579101324081, -0.3010825514793396, -0.45743849873542786, -0.10507240146398544, 0.5412827730178833]",1,Luxardo Gin,Bitters Garnish,"[1.0000000000000004, 0.790839504992103, 0.7723568338927589, 0.7566301748378734, 0.7467985629125166, 0.7398162806274554]","[216, 601, 344, 269, 309]","['Grown-Up Shirley Temple', 'Cherry Blossom Martini', 'Palais Royal', 'And The Cherry On Top Is...', 'Kumquat Smash']"
95,Negroni Old Fashioned,,Dirty Habit,San Francisco,"1 oz No.3 London Dry Gin, 1 oz Campari, 1 oz Martini & Rossi Sweet Vermouth",Orange Slice,Old Fashioned Glass,Build the cocktail in a mixing glass. Stir for about 15 seconds and then strain over ice into a old fashioned glass.,,"['1 oz No.3 London Dry Gin', '1 oz Campari', '1 oz Martini & Rossi Sweet Vermouth']","['gin', 'vermouth']","Dirty Habit San Francisco oz No London Dry Gin, oz Campari, oz Martini & Rossi Sweet Vermouth Orange Slice Old Fashioned Glass Build the cocktail in a mixing glass Stir for about seconds and then strain over ice into a old fashioned glass ","[0.42578810453414917, -0.668109118938446, -0.16936542093753815, 0.030541207641363144, 0.0966261625289917, -0.286251038312912, 0.10609901696443558, 0.13290129601955414, -0.9714183211326599, 0.2229136824607849, 0.612896740436554, -0.648800253868103, -0.6189163327217102, -0.29550087451934814, 0.22000746428966522, 0.2529742419719696, 0.32597270607948303, 0.12059140205383301, -0.6968836784362793, 0.4028778374195099, -0.27434784173965454, 0.4199654757976532, 0.22913295030593872, -0.1593266725540161, -0.19216692447662354, -0.014152825810015202, -0.1364663541316986, 0.45832836627960205, 0.13793319463729858, 0.27894747257232666, -0.0491456612944603, 0.13321943581104279, 0.0006166200037114322, -0.20464782416820526, -0.2069108784198761, 0.06180356815457344, 0.09669584035873413, -0.3569963574409485, 0.36853495240211487, -0.22034533321857452, -0.248027965426445, -0.4152419865131378, -0.05636816471815109, 0.21851372718811035, 0.155655637383461, -0.5288519859313965, -0.3987977206707001, -0.12668417394161224, 0.585962176322937, 0.34805116057395935, 0.3347223699092865, 0.07768236100673676, 0.5095458030700684, 0.06393357366323471, -0.03388025611639023, 0.3083868622779846, 0.1036616638302803, -0.3114531338214874, 0.1818636655807495, 0.28203630447387695, -0.08308965712785721, -0.17146030068397522, 0.4154954254627228, 0.13210177421569824]",3,Liqueur Luxardo,Dash Luxardo,"[0.9999999999999997, 0.860871653227159, 0.8320654156008598, 0.825136774566129, 0.8192572766680204, 0.8122115265960992]","[435, 528, 561, 71, 42]","['Solera Sidecar', 'Sidecar', ""Sade's Taboo"", 'Gin Made Me Do It', 'Kiss']"
96,Nellie Fer' Toddy,Robert Krueger,,,"1 oz Blended Scotch, 1 oz King's Ginger Liqueur, .5 oz The Genuine Curacao Liqueur Orange, .75 oz Fresh Lemon Juice,  top Hot Water, 1 dash Peychaud's Bitters",Half Orange Wheel,Irish Coffee Mug,Build then pour into a pre-heated Irish coffee glass or mug. Top with hot water. Garnish with the orange slice and add a dash of Peychaud's Bitters.,Featured in The King's Ginger Winter Warmer Program OND 2015,"['1 oz Blended Scotch', ""1 oz King's Ginger Liqueur"", '.5 oz The Genuine Curacao Liqueur Orange', '.75 oz Fresh Lemon Juice', 'top Hot Water', ""1 dash Peychaud's Bitters""]","['scotch', 'gin', 'liqueur', 'liqueur']","Robert Krueger oz Blended Scotch, oz King's Ginger Liqueur,  oz The Genuine Curacao Liqueur Orange,  oz Fresh Lemon Juice, top Hot Water, dash Peychaud's Bitters Half Orange Wheel Irish Coffee Mug Build then pour into a pre-heated Irish coffee glass or mug Top with hot water Garnish with the orange slice and add a dash of Peychaud's Bitters Featured in The King's Ginger Winter Warmer Program OND ","[1.2013996839523315, -0.19547177851200104, 0.16274939477443695, 0.35029202699661255, 0.005876246839761734, -1.1520557403564453, 0.13586802780628204, 0.31568673253059387, -0.2949846684932709, 0.34931159019470215, 0.2484763115644455, -0.40414562821388245, -0.49245506525039673, -0.0785268247127533, -0.15322211384773254, 0.3030114471912384, 0.22348633408546448, 0.013180077075958252, -0.502247154712677, 0.23486341536045074, 0.5114266872406006, 0.28922373056411743, 0.2323225438594818, -0.7838095426559448, -0.22002393007278442, -0.31454750895500183, -0.35714101791381836, 0.01470445841550827, -0.5666894316673279, -0.05372483283281326, 0.1861581951379776, 0.07803285121917725, 0.5671077966690063, -0.08252989500761032, 0.7058485746383667, 0.36746177077293396, -0.09421392530202866, 0.35455361008644104, 0.6321380734443665, 0.5243808031082153, -0.976439893245697, -0.3923588693141937, -0.08875105530023575, -0.6535872220993042, -0.03877133131027222, -0.10838036984205246, 0.005104683339595795, 0.0301470048725605, -0.22780053317546844, 0.4847480058670044, 0.25568321347236633, 0.5395785570144653, -0.07965175062417984, 0.5280218720436096, 1.00494384765625, 0.7739651203155518, -0.13560284674167633, -0.7653402090072632, -0.08712702244520187, -0.041009172797203064, -0.006791797466576099, -0.18461322784423828, -0.02301095426082611, 0.36085107922554016]",0,Gin Liqueur,Ginger Fresh,"[0.9999999999999999, 0.764335690239633, 0.7472961276453868, 0.7423389987431652, 0.7316446549099015, 0.7263678795502785]","[163, 78, 354, 432, 628]","['Bay City Shandy', ""The King's Ginger Summer Cup"", 'San Fran Soda', 'Mayan Mule', 'The Boys of Summer Cup']"
